account_name,account_id,after_school,max_capacity,facility_type,program_published,fees_type,advocacy_type,billing_street,billing_city,billing_zip,website,phone,GEOID,indexSupply,indexDemand,MainGrp
Richardson ISD - Spring Creek Elementary,0013100001lpWu1,TRUE,70,School,TRUE,Sliding Scale,School Run,7667 Roundrock Road,Dallas,75248,http://www.edline.net/pages/RISD_Departments_and_Programs/PACE/Spring_Creek_Elementary,469 593-4546,48113013607,92,37,Demand < Supply
Richardson ISD - Stults Road Elementary,001i000001YBHIM,TRUE,70,School,TRUE,Sliding Scale,School Run,8700 STULTS RD,DALLAS,75243,"",(469) 593-7419,48113007805,92,66,Demand < Supply
Samuell Grand Recreation Center,0013100001bda2G,TRUE,70,Municipal Building,TRUE,Fee,P&R,6200 E. Grand Ave.,Dallas,75223,www.dallasparks.org,(214)670-1383,48113001202,89,69,Demand < Supply
Our Redeemer Lutheran School,0010Z00002A9mkL,TRUE,68,Child Care Center,TRUE,Sliding Scale,For Profit,7611 PARK LN,DALLAS,75225,"",214-368-1465,48113007801,84,68,Demand = Supply
Lighthouse Academy,0010Z000024Fpcg,TRUE,68,Child Care Center,TRUE,Sliding Scale,For Profit,3727 DILIDO RD STE 132,DALLAS,75228,"",469-857-3140,48113012211,77,87,Demand > Supply
Destiny Learning Center,0013r00002TzTMQ,TRUE,68,Child Care Center,TRUE,Fee,For Profit,7620 FERGUSON RD,DALLAS,75228,"",972-270-1668,48113012212,74,90,Demand > Supply
Mi Escuelita Preschool at Casa View,0010Z000023hh0f,TRUE,68,Community Center/Nonprofit,TRUE,Sliding Scale,Local Nonprofit,11540 FERGUSON RD,DALLAS,75228,"",972-913-6462,48113012604,77,84,Demand > Supply
"Brighter Day Academy, LLC",001i000001YBHE6,TRUE,68,Child Care Center,TRUE,Sliding Scale,For Profit,10453 N CENTRAL EXPY,DALLAS,75231,"",(214) 265-8585,48113013107,90,67,Demand < Supply
Reconciliation Outreach Afterschool Program,001i000001B9Vup,TRUE,67,Community Center/Nonprofit,TRUE,Fee,Local Nonprofit,1421 N Peak St,Dallas,75204,www.rodallas.org,(214) 545-6500 ext. 1006,48113001503,88,73,Demand < Supply
Bachman Recreation Center,0013100001bdQTo,TRUE,65,Municipal Building,TRUE,Fee,P&R,2750 Bachman Dr.,Dallas,75220,www.dallasparks.org,(214) 670-6266,48113000410,93,59,Demand < Supply
Interfaith Housing Coalition at Main Campus,001i000000Uf17v,TRUE,65,Community Center/Nonprofit,TRUE,No Charge,Local Nonprofit,5600 Ross Avenue,Dallas,75204,www.ihcdallas.org,(214) 827-7220,48113001101,88,56,Demand < Supply
Richardson ISD-Forest Ridge Elementary,001i000001YBHKR,TRUE,65,School,TRUE,Sliding Scale,School Run,10330 BUNCHBERRY DR,DALLAS,75243,"",(469) 593-7419,48113019018,86,78,Demand < Supply
Richardson ISD Xplore! - Wallace Elementary,001i000001YBHF6,TRUE,65,School,TRUE,Sliding Scale,School Run,9921 KIRKHAVEN DR,DALLAS,75238,http://www.edline.net/pages/RISD_Departments_and_Programs/PACE/Wallace_Elementary,(469) 593-7539,48113013005,93,62,Demand < Supply
UR Power Kids,0013r00002Re5ZG,TRUE,64,Child Care Center,TRUE,Fee,For Profit,1350 MANUFACTURING ST STE 111,DALLAS,75207,"",972-746-8922,48113010003,76,,
G & J Learning Center,001i000001YBHFA,TRUE,62,Child Care Center,TRUE,Sliding Scale,For Profit,1111 N JIM MILLER RD,DALLAS,75217,"",(214) 398-7926,48113009301,87,62,Demand < Supply
St John Learners Academy,001i000001YBHKg,TRUE,61,Child Care Center,TRUE,Sliding Scale,For Profit,2600 S MARSALIS AVE,DALLAS,75216,"",(214) 375-4878,48113005400,79,82,Demand > Supply
Jefferson Place Learning and Developmental Center,001i000001YBHFu,TRUE,61,Child Care Center,TRUE,Sliding Scale,For Profit,3430 S MARSALIS AVE,DALLAS,75216,"",(214) 375-1155,48113005901,99,62,Demand < Supply
Marcus Recreation Center,0013100001bdR4l,TRUE,60,Municipal Building,TRUE,Fee,P&R,3003 Northaven,Dallas,75229,www.dallasparks.org,(214)670-6599,48113009611,93,60,Demand < Supply
Reverchon Recreation Center,0013100001bTwlu,TRUE,60,Municipal Building,TRUE,Fee,P&R,3505 Maple Ave.,Dallas,75219,www.dallasparks.org,(214)670-7720,48113000502,79,73,Demand = Supply
Campbell-Green Recreation Center,0013100001bdR7u,TRUE,60,Municipal Building,TRUE,Fee,P&R,16600 Parkhill Dr.,Dallas,75248,www.dallasparks.org,214-670-6314,48113013619,89,45,Demand < Supply
Dallas Community Fellowship Inc.,0013100001beYtY,TRUE,60,Child Care Center,TRUE,No Charge,For Profit,3015 E. Ledbetter,Dallas,75216,www.dcficommunity.org,(972)464-7553,48113008704,93,63,Demand < Supply
Grauwyler Recreation Center,0013100001bdbWj,TRUE,60,Municipal Building,TRUE,Fee,P&R,7780 Harry Hines,Dallas,75235,www.dallasparks.org,(214)670-6302,48113000410,93,59,Demand < Supply
Cornerstone Kids Enrichment Program,0013100001lJITZ,TRUE,60,Faith Community,TRUE,No Charge,Local Nonprofit,2815 South Ervay Street,Dallas,75215,"",214-208-8053,48113020900,85,72,Demand < Supply
YMCA Town North at Arthur Kramer Elementary,001i000001YBHHm,TRUE,60,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,7131 MIDBURY DR,DALLAS,75230,"",(972) 794-8300,48113013101,88,48,Demand < Supply
J.C. Phelps Recreation Center,0013100001bTumf,TRUE,60,Municipal Building,TRUE,Fee,P&R,3030 Tips Blvd.,Dallas,75216,www.dallasparks.org,(214)670-7525,48113021100,84,,
Kidz Zone at Tom Field Elementary,0013r00002QWCXP,TRUE,60,School,TRUE,Fee,For Profit,2151 ROYAL LN,DALLAS,75229,"",214-557-9987,48113009900,76,74,Demand = Supply
Kidd Springs Recreation Center,0013100001bT6vk,TRUE,60,Municipal Building,TRUE,Fee,P&R,711 W. Canty St.,Dallas,75208,www.dallasparks.org,214-670-7535,48113004201,94,59,Demand < Supply
Exline Recreation Center,0013100001bT8ob,TRUE,60,Municipal Building,TRUE,Fee,P&R,2525 Pine St.,Dallas,75215,www.dallasparks.org,(214)670-8121,48113020800,91,71,Demand < Supply
Community Academy Day Care Center,001i000001YBHEZ,TRUE,57,Child Care Center,TRUE,Sliding Scale,For Profit,1755 E ANN ARBOR AVE,DALLAS,75216,"",(214) 371-5433,48113005700,91,66,Demand < Supply
Pennys Child Care & Learning Center,0013100001n8YN3,TRUE,56,Child Care Center,TRUE,Sliding Scale,For Profit,7440 S. Westmoreland Rd.,Dallas,75237,www.pennysdaycarecenter.com,(972) 707-7430,48113016607,84,82,Demand > Supply
Creative Minds Child Care Center,001i000001YBHFJ,TRUE,56,Child Care Center,TRUE,Sliding Scale,For Profit,5606 S COCKRELL HILL RD,DALLAS,75236,"",(214) 330-2733,48113010903,94,65,Demand < Supply
Torah Day School of Dallas,0013r00002Re5ZF,TRUE,55,Faith Community,TRUE,Fee,For Profit,6324 CHURCHILL WAY,DALLAS,75230,"",972-964-0090,48113013201,85,62,Demand < Supply
La Marina Day Care Inc.,0013100001hE6Ek,TRUE,54,Child Care Center,TRUE,Sliding Scale,For Profit,513 W. 12th St.,Dallas,75208,"",(214) 330-4930,48113005000,89,76,Demand < Supply
The Little Red House Learning Center,0013r00002KVTHd,TRUE,54,Child Care Center,TRUE,Fee,For Profit,3700 SAN JACINTO ST,DALLAS,75204,"",214-475-8824,48113001602,80,74,Demand = Supply
Stepping Stones Early Child Development Center INC at Samuell,001i000001YBHHu,TRUE,52,Child Care Center,TRUE,Sliding Scale,For Profit,5904 SAMUELL BLVD,DALLAS,75228,"",(214) 381-0382,48113012206,80,79,Demand = Supply
Studio Bella Explorers at Hexter Elementary,0010Z0000234Wgr,TRUE,51,School,TRUE,Fee,For Profit,9720 WATERVIEW RD,DALLAS,75218,"",469-878-8056,48113012900,90,64,Demand < Supply
The Gifted Minds,0010Z000025ie3V,TRUE,51,Child Care Center,TRUE,Sliding Scale,For Profit,2550 W RED BIRD LN STE 412,DALLAS,75237,"",214-550-0699,48113010906,94,63,Demand < Supply
Kuddles & Kisses Early Childhood Center LLC,001i000001YBHJm,TRUE,51,Child Care Center,TRUE,Sliding Scale,For Profit,4041 W WHEATLAND RD STE 128,DALLAS,75237,"",(972) 298-4012,48113016607,84,82,Demand > Supply
Big Thought at Rosemont Primary (3-8),0010Z00002CXxkx,TRUE,50,School,TRUE,Sliding Scale,Local Nonprofit,719 N Montclair Ave,Dallas,75208,bigthought.org,214.475.4594,48113004202,87,69,Demand < Supply
Park in the Woods Recreation Center,0013100001gF8wL,TRUE,50,Municipal Building,TRUE,Fee,P&R,6801 Mt. Creek Pkwy,Dallas,75249,www.dallasparks.org,214-671-0218,48113016527,82,72,Demand = Supply
YMCA at Uplift Hampton Preparatory,0013100001ciPml,TRUE,50,School,TRUE,Fee,National Nonprofit,8915 S. Hampton Rd.,Dallas,75232,www.ymcadallas.org/afterschool,(469) 585-6863,48113016634,88,68,Demand < Supply
YMCA at Eduardo Mata ES,0013100001ciPWb,TRUE,50,School,TRUE,Fee,National Nonprofit,7420 La Vista Dr.,Dallas,75214,www.ymcadallas.org/afterschool,214-415-8527,48113001202,89,69,Demand < Supply
YMCA @ St. Rita,0013r00002Re5ZH,TRUE,50,School,TRUE,Fee,National Nonprofit,12521 INWOOD RD,DALLAS,75244,"",469-348-9622,48113009603,87,61,Demand < Supply
YMCA at Mockingbird Elementary,0013100001ciPrH,TRUE,50,School,TRUE,Fee,National Nonprofit,5828 E. Mockingbird Ln.,Dallas,75038,www.ymcadallas.org/afterschool,(469) 348-9622,48113000202,87,5,Demand < Supply
Boys and Girls Clubs of Greater Dallas at William Lipscomb Elementary School,0013100001p7gxb,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,5801 Worth Street,Dallas,75214,https://bgcdallas.org,"",48113001301,90,61,Demand < Supply
Youth Conversion at Adelle Turner Elementary School,0013100001p7iJv,TRUE,50,School,TRUE,Fee,Local Nonprofit,5505 S. Polk Street,Dallas,75232,http://www.youthconversion.org/,214-306-8400 x114,48113011003,94,62,Demand < Supply
Youth Conversion at Thomas L Marsalis Elementary School,0013100001p7iM6,TRUE,50,School,TRUE,Fee,Local Nonprofit,5640 S. Marsalis Ave.,Dallas,75241,http://www.youthconversion.org,214-306-8400 x114,48113011202,98,61,Demand < Supply
Elevate Your Game at Oran M. Roberts Elementary School,0013100001p7htN,TRUE,50,School,TRUE,No Charge,Local Nonprofit,4919 E. Grand Avenue,Dallas,75223,http://www.elevateyourgameinc.org/,214-306-8400 x114,48113002500,95,66,Demand < Supply
Fun at Bat-USA Baseball at Barbara Jordan Elementary School,0013100001p7hvY,TRUE,50,School,TRUE,No Charge,Local Nonprofit,1111 W. Kiest Blvd.,Dallas,75224,http://funatbat.org/,214-306-8400 x114,48113006301,80,78,Demand = Supply
Boys and Girls Clubs of Greater Dallas at Maple Lawn Elementary School,0013100001p7gvf,TRUE,50,School,TRUE,No Charge,National Nonprofit,3120 Inwood Road,Dallas,75235,https://bgcdallas.org/,214039608400 x114,48113000610,72,93,Demand > Supply
YMCA at Solar Prep for Boys,0010Z000024Fpcm,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1802 Moser Ave.,Dallas,75206,"",214-415-8527,48113000902,88,64,Demand < Supply
Big Thought at Lakewood Elementary,0010Z00001uambo,TRUE,50,School,TRUE,Sliding Scale,Local Nonprofit,3001 Hillbrook St,Dallas,75214,"",972-971-5065,48113008000,83,64,Demand < Supply
School of YES! Spring Residency,0013100001okUNy,TRUE,50,Community Center/Nonprofit,TRUE,No Charge,For Profit,223 W Jefferson Blvd,Dallas,75208,www.caramiatheatre.org,214-516-0706,48113004700,81,84,Demand > Supply
The Parent Helper Daycare & Learning Center,0013r00002Hp49s,TRUE,50,Child Care Center,TRUE,Fee,For Profit,3939 S POLK ST STE 110,DALLAS,75224,"",214-272-3822,48113006100,85,71,Demand < Supply
Dallas Symphony at Khan Elementary School,0010Z00002CZiJT,TRUE,50,School,TRUE,No Charge,Local Nonprofit,610 N Franklin,Dallas,75211,"","",48113006800,90,68,Demand < Supply
Dallas Symphony at Moreno Elementary School,0010Z00002CZiJU,TRUE,50,School,TRUE,No Charge,Local Nonprofit,2115 South Hampton Rd,Dallas,75233,"","",48113010804,84,81,Demand = Supply
Dallas Symphony at Ascher Silberstein Elementary School,0010Z00002CZiJV,TRUE,50,School,TRUE,No Charge,Local Nonprofit,5940 Hollis Ave.,Dallas,75227,"","",48113008402,85,67,Demand < Supply
Dallas Symphony at Daniel Webster Elementary School,0010Z00002CZiJW,TRUE,50,School,TRUE,No Charge,Local Nonprofit,3815 S Franklin St,Dallas,75233,"","",48113010806,95,62,Demand < Supply
YMCA at Sudie L. Williams Academy,0010Z00002CZiJY,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,4518 Pomona Rd.,Dallas,75209,"",214-415-8527,48113007302,87,65,Demand < Supply
South Dallas Education Center,0013100001beYN3,TRUE,50,Child Care Center,TRUE,No Charge,Local Nonprofit,3119 Pine Street,Dallas,75215,smwrightfoundation.org,(214)741-4990,48113003700,94,64,Demand < Supply
St. Simon's After-School Program at Herbert Marcus Elementary School,0013100001beuKA,TRUE,50,School,TRUE,No Charge,Local Nonprofit,2911 Northhaven Rd.,Dallas,75229,www.stsimonsafterschool.com,(972) 794-2900,48113009611,93,60,Demand < Supply
St. Simon's After-School Program at Eladio Martinez Elementary School,0013100001beuIn,TRUE,50,School,TRUE,No Charge,Local Nonprofit,4500 Bernal Drive,Dallas,75212,www.stsimonsafterschool.com,(972) 794-6900,48113010601,93,62,Demand < Supply
St. Simon's After-School Program at Esperanza Medrano Elementary School,0013100001beuJb,TRUE,50,School,TRUE,No Charge,Local Nonprofit,2221 Lucus Dr.,Dallas,75219,www.stsimonsafterschool.com,(972) 794-3300,48113000401,94,59,Demand < Supply
Cummings Recreation Center,0013100001bTvHJ,TRUE,50,Child Care Center,TRUE,Fee,For Profit,2996 Cummings St.,Dallas,75216,www.dallasparks.org,(214)670-6876,48113008704,93,63,Demand < Supply
Boys and Girls Clubs of Greater Dallas at Billy Earl Dade Middle School,0013100001bf64C,TRUE,50,School,TRUE,No Charge,National Nonprofit,2801 Park Row,Dallas,75215,www.bgcdallas.org,(972) 749-3800,48113020300,87,68,Demand < Supply
Boys and Girls Clubs of Greater Dallas at Paul L.Dunbar Learning Center,0013100001bf63d,TRUE,50,School,TRUE,No Charge,National Nonprofit,4200 Metropolitan Ave.,Dallas,75210,www.bgcdallas.org,(214) 815-0748,48113002703,92,70,Demand < Supply
St. Simon's After-School Program at Ben Milam Elementary School,0013100001beu9H,TRUE,50,School,TRUE,No Charge,Local Nonprofit,4200 McKinney Ave.,Dallas,75205,www.stsimonsafterschool.com,(972) 749-5600,48113000705,83,70,Demand = Supply
Precious Gift of Life at Asante Resource Center,0013100001bf5xV,TRUE,50,Child Care Center,TRUE,No Charge,For Profit,202 South Jim Miller Road,Dallas,75217,"",(214) 398-0608,48113011601,83,66,Demand < Supply
Boys and Girls Clubs of Greater Dallas at Madison High School,0013100001bf64v,TRUE,50,School,TRUE,No Charge,National Nonprofit,3000 Matin Luther king jr blvd,Dallas,75215,www.bgcdallas.org,(972) 925-2800,48113003700,94,64,Demand < Supply
St. Simon's After-School Program at Stephen C. Foster Elementary School,0013100001beuFt,TRUE,50,School,TRUE,No Charge,Local Nonprofit,3700 Clover Lane,Dallas,75220,www.stsimonsafterschool.com,(972) 794-8100,48113009401,86,59,Demand < Supply
Boys and Girls Clubs of Greater Dallas at Lincoln High School,0013100001bf65F,TRUE,50,School,TRUE,No Charge,National Nonprofit,2826 Elsie Faye Heggins St,Dallas,75215,www.bgcdallas.org,(972) 925-7600,48113003700,94,64,Demand < Supply
Boys and Girls Clubs of Greater Dallas at J. J. Rhodes,0013r00002DdN6r,TRUE,50,School,TRUE,No Charge,National Nonprofit,4401 S 2nd Ave,Dallas,75210,"",214-821-2950,48113020800,91,71,Demand < Supply
Boys and Girls Clubs of Greater Dallas at KIPP Pleasant Grove,0013r00002DdN6s,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,2200 N. St. Augustine Dr,Dallas,75227,"",214-821-2950,48113012000,73,93,Demand > Supply
Boys and Girls Clubs of Greater Dallas at Pease Elementary,0013r00002DdN6v,TRUE,50,School,TRUE,No Charge,National Nonprofit,2914 Cummings St,Dallas,75216,"",214-821-2950,48113008704,93,63,Demand < Supply
Studio Bella Explorers at Sanger Elementary,0010Z000024Cxw5,TRUE,50,School,TRUE,Sliding Scale,For Profit,8410 SAN LEANDRO DR,DALLAS,75218,"",469-878-8056,48113008102,86,52,Demand < Supply
Right At School at Bilhartz Elementary School,0013r00002DdbYj,TRUE,50,School,TRUE,Fee,For Profit,6700 Wandt Dr. Dallas,Dallas,75236,"","",48113016533,79,72,Demand = Supply
Right At School at Acton Elementary School,0013r00002DdbYq,TRUE,50,School,TRUE,Fee,For Profit,7095 W. Wheatland Rd. Dallas,Dallas,75249,"","",48113016527,82,72,Demand = Supply
Right At School at Hyman Elementary,0013r00002DdbYx,TRUE,50,School,TRUE,Fee,For Profit,8441 Fox Creek Trail Dallas,Dallas,75249,"","",48113016527,82,72,Demand = Supply
Singing Hills Recreation Center,0013100001gF8qm,TRUE,50,Municipal Building,TRUE,Fee,P&R,1909 Crouch Road,Dallas,75241,www.dallasparks.org,(214)670-7550,48113011300,81,72,Demand = Supply
Annie's Place,0013r00002VPqo4,TRUE,50,Child Care Center,TRUE,Fee,For Profit,2131 BUTLER ST,DALLAS,75235,"",214-266-8064,48113000401,94,59,Demand < Supply
Youth Conversion at Harry Stone Elementary School,0013r00002TzR1R,TRUE,50,School,TRUE,Fee,Local Nonprofit,4747 VETERANS DR,DALLAS,75216,"","",48113008704,93,63,Demand < Supply
Dallas ISD DASA at Harrell Budd Elementary,0013r00002TzR1T,TRUE,50,School,TRUE,No Charge,School Run,2121 S Marsalis Ave.,Dallas,75216,"","",48113005400,79,82,Demand > Supply
Dallas ISD DASA at Chapel Hill Preparatory,0013r00002TzR8h,TRUE,50,School,TRUE,No Charge,School Run,12701 Templeton Trail,Dallas,75234,"","",48113013804,87,64,Demand < Supply
Dallas ISD DASA at Ebby Halliday,0013r00002TzR8j,TRUE,50,School,TRUE,No Charge,School Run,10210 Teagarden Road,Dallas,75217,"","",48113017102,78,72,Demand = Supply
Dallas ISD DASA at HI Holland,0013r00002TzR8k,TRUE,50,School,TRUE,No Charge,School Run,4203 S. Lancaster Rd.,Dallas,75216,"","",48113005700,91,66,Demand < Supply
Dallas ISD DASA RE McNair,0013r00002TzR8l,TRUE,50,School,TRUE,No Charge,School Run,3150 Bainbridge Dr,Dallas,75237,"","",48113010906,94,63,Demand < Supply
Dallas ISD DASA at WB Miller,0013r00002TzR8m,TRUE,50,School,TRUE,No Charge,School Run,3111 Bonnie View Road,Dallas,75216,"","",48113008801,88,69,Demand < Supply
Dallas ISD DASA at Charles Rice,0013r00002TzR8n,TRUE,50,School,TRUE,No Charge,School Run,2425 Pine St.,Dallas,75215,"","",48113020800,91,71,Demand < Supply
Dallas ISD DASA at Clinton Russell,0013r00002TzR8o,TRUE,50,School,TRUE,No Charge,School Run,3031 S. Beckley Ave.,Dallas,75224,"","",48113005600,77,88,Demand > Supply
Dallas ISD DASA at RL Thornton,0013r00002TzR8p,TRUE,50,School,TRUE,No Charge,School Run,6011 Old Ox Rd,Dallas,75241,"","",48113011300,81,72,Demand = Supply
Dallas Park and Recreation at Kahn ES,001i000000Na3Nv,TRUE,50,School,TRUE,No Charge,P&R,610 N Franklin St.,Dallas,75211,www.dallasparks.org,(214) 675-9703,48113006800,90,68,Demand < Supply
Dallas Park and Recreation at Kiest ES,001i000000Na3Nw,TRUE,50,School,TRUE,No Charge,P&R,"","",,"",(214) 738-8124,48113012502,87,63,Demand < Supply
Dallas Park and Recreation at Lida Hooe ES,001i000000Na3Nx,TRUE,50,School,TRUE,No Charge,P&R,2419 Gladstone Dr.,Dallas,75211,"",(214) 282-0091,48113005300,76,86,Demand > Supply
YMCA at Anne Frank ES,001i000000Na3Ni,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,5201 Celestial Rd.,Dallas,75254,"",214-907-2759,48113013624,82,60,Demand < Supply
YMCA at Arthur Kramer ES,001i000000Na3Nj,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,7131 Midbury Dr.,Dallas,75230,"",214-907-2759,48113013101,88,48,Demand < Supply
YMCA at Lakewood ES,001i000000Na3Nl,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,3000 Hillbrook St.,Dallas,75214,www.ymcadallas.org/afterschool,214-415-8527,48113008000,83,64,Demand < Supply
Dallas Park and Recreation at Bayles ES,001i000000Na3Nn,TRUE,50,School,TRUE,No Charge,P&R,2444 Telegraph Ave.,Dallas,75228,"",(214) 738-8124,48113012213,85,69,Demand < Supply
Dallas Park and Recreation at Cowart ES,001i000000Na3Nr,TRUE,50,School,TRUE,No Charge,P&R,1515 S Ravinia Dr.,Dallas,75211,"",(214) 282-0091,48113006402,77,87,Demand > Supply
Dallas Parks and Recreation at John Q. Adams ES,0013r00002TzakL,TRUE,50,School,TRUE,No Charge,P&R,8239 Lake June Rd.,Dallas,75217,"",(972) 741-6937,48113009203,77,87,Demand > Supply
YMCA at Degolyer ES,0010Z00001uamqL,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,3453 Flair Dr.,Dallas,75229,"",214-907-2759,48113009607,84,62,Demand < Supply
Big Thought at Daniel Webster Elementary,0010Z00001ubqaI,TRUE,50,School,TRUE,Sliding Scale,Local Nonprofit,3815 S Franklin St,Dallas,75233,"",(214) 315-0954,48113010806,95,62,Demand < Supply
New Horizons Super Kids Club at Victor Hexter Elementary School,0010Z00001ubqf4,TRUE,50,School,TRUE,No Charge,Local Nonprofit,9720 Waterview Rd.,Dallas,75218,"",469-285-6167,48113012900,90,64,Demand < Supply
St. Simon's Afterschool Program at James S. Hogg Elementary School,0010Z000024DLOj,TRUE,50,School,TRUE,No Charge,Local Nonprofit,1144 North Madison Avenue,Dallas,75208,"","",48113004201,94,59,Demand < Supply
New Horizons Super Kids (Middles) Club at Alex Sanger MS,0010Z000024EiFA,TRUE,50,School,TRUE,No Charge,Local Nonprofit,8410 San Leandro DR.,Dallas,75218,"","",48113008102,86,52,Demand < Supply
Big Thought at Onesimo Hernandez Montesorri Academy,0010Z000025hSDe,TRUE,50,School,TRUE,Sliding Scale,Local Nonprofit,5555 Maple Ave,Dallas,75235,bigthought.org,4694-785-4070,48113000401,94,59,Demand < Supply
Dallas Symphony at Ebby Halliday Elementary School,0010Z00002CZiJ3,TRUE,50,School,TRUE,No Charge,Local Nonprofit,10210 Teagarden Road,Dallas,75217,"","",48113017102,78,72,Demand = Supply
Lakewood Montessori School,0013r00002Wck3u,TRUE,50,School,TRUE,Fee,School Run,6464 E LOVERS LN,DALLAS,75214,"",214-821-9466,48113007902,89,66,Demand < Supply
Park Cities Speech,0013100001sCRnO,TRUE,50,Child Care Center,TRUE,Fee,For Profit,8100 Lomo Alto Suite 200,Dallas,75225,http://www.parkcitiesspech.com,(214) 368-8251,48113007301,80,70,Demand = Supply
KCE Champions LLC at Uplift Luna Primary Preparatory,0013100001m9eKJ,TRUE,50,School,TRUE,Sliding Scale,For Profit,2020 N. Lamar Ste. 100,Dallas,75202,discoverchampions.com,(469) 994-4385,48113002100,87,71,Demand < Supply
Big Thought at Nathan Adams Elementary School,0013100001m9e2Z,TRUE,50,School,TRUE,Sliding Scale,Local Nonprofit,12600 Welch Rd,Dallas,75244,"","",48113009603,87,61,Demand < Supply
Big Thought at Highland Meadows Elementary School,0013100001m9e3D,TRUE,50,School,TRUE,Fee,Local Nonprofit,8939 Whitewing Ln,Dallas,75238,http://www.bigthought.org/,"",48113013010,91,66,Demand < Supply
YMCA at Withers Elementary,0013100001mBLkj,TRUE,50,School,TRUE,Fee,National Nonprofit,3959 Northhaven Rd.,Dallas,75229,https://www.ymcadallas.org/locations/,(972) 794-5000,48113009609,81,23,Demand < Supply
White Rock Family YMCA,0013100001mBPq0,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,7112 Gaston Ave.,Dallas,75214,https://www.ymcadallas.org/locations/white_rock_ymca/,(214) 328-3849,48113000100,82,63,Demand < Supply
YMCA at Solar Prep for Girls,0013100001mBLFD,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,2617 N. Henderson Ave.,Dallas,75206,https://www.ymcadallas.org/locations/,214-415-8527,48113000901,86,64,Demand < Supply
Moody Family YMCA in the Park Cities,0013100001mBPex,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,6000 Preston Rd.,Dallas,75205,https://www.ymcadallas.org/locations/moody_family_ymca/,(214) 526-7293,48113019502,80,70,Demand = Supply
Lake Highlands Family YMCA,0013100001mBPgy,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,8920 Stults Road,Dallas,75243,https://www.ymcadallas.org/locations/lake_highlands/,(214) 221-9622,48113007805,92,66,Demand < Supply
Moorland Family YMCA,0013100001mBPiL,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,907 E. Ledbetter Drive,Dallas,75216,https://www.ymcadallas.org/locations/moorland/,(214) 375-2583,48113005901,99,62,Demand < Supply
Oak Cliff Family YMCA,0013100001mBPmr,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,6701 S. Hampton Rd.,Dallas,75232,https://www.ymcadallas.org/locations/oak_cliff/,(214) 330-6321,48113010906,94,63,Demand < Supply
Town North Family YMCA,0013100001mBPod,TRUE,50,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,4332 Northhaven Road,Dallas,75229,https://www.ymcadallas.org/locations/town_north/,(214) 357-8431,48113013500,83,55,Demand < Supply
City Year at Roger Q. Mills Elementary School,0013100001loM9X,TRUE,50,School,TRUE,No Charge,National Nonprofit,1515 Lynn Haven Ave,Dallas,75216,www.cityyear.org/dallas,4695547004,48113021000,96,60,Demand < Supply
Richardson ISD Xplore! - Spring Valley Elementary,001i000001YBHDp,TRUE,50,School,TRUE,Sliding Scale,School Run,13535 SPRING GROVE AVE,DALLAS,75240,"",(469) 593-7536,48113013610,86,63,Demand < Supply
Richardson ISD Xplore! - Northwood Hills Elementary,001i000001YBHFs,TRUE,50,School,TRUE,Sliding Scale,School Run,14532 MEANDERING WAY,DALLAS,75254,"",(469) 593-7536,48113013609,87,72,Demand < Supply
New Horizons Super Kids (Littles) Club at Alex Sanger ES,0013100001mP3MG,TRUE,50,School,TRUE,No Charge,Local Nonprofit,8410 San Leandro Dr.,Dallas,75218,www.newhorizonsofntx.org,469-285-6167,48113008102,86,52,Demand < Supply
Big Thought at Rosemont Elementary (K-2),0010Z00002DqgRC,TRUE,50,School,TRUE,Sliding Scale,Local Nonprofit,1919 Stevens Forest Drive | Dallas,Dallas,75208,"",281-466-7271,48113004202,87,69,Demand < Supply
YMCA at Austin Elementary,0013100001mAtCs,TRUE,50,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,161 S. Moore,Dallas,75019,https://www.ymcadallas.org/locations/,(214) 496-7300,48113021000,96,60,Demand < Supply
YMCA @ St. Pius X,0010Z000028tUpw,TRUE,50,Faith Community,TRUE,Sliding Scale,National Nonprofit,3030 GUS THOMASSON RD,DALLAS,75228,"",469-348-9622,48113012501,75,88,Demand > Supply
Arlington Park Recreation Center,0013100001bdRJk,TRUE,50,Municipal Building,TRUE,Fee,P&R,1505 Record Crossing,Dallas,75235,www.dallasparks.org,214-670-6326,48113010001,79,70,Demand = Supply
